year,week,homeTeam,awayTeam,lines
2025,1,Fresno State,Georgia Southern,"[{'provider': 'DraftKings', 'spread': -2.5, 'formattedSpread': 'Fresno State -2.5', 'spreadOpen': -2.5, 'overUnder': 54.5, 'overUnderOpen': 54.5, 'homeMoneyline': -135, 'awayMoneyline': 114}, {'provider': 'ESPN Bet', 'spread': 1.5, 'formattedSpread': 'Georgia Southern -1.5', 'spreadOpen': -2, 'overUnder': 51.5, 'overUnderOpen': 53.5, 'homeMoneyline': 105, 'awayMoneyline': -125}, {'provider': 'Bovada', 'spread': 2, 'formattedSpread': 'Georgia Southern -2.0', 'spreadOpen': -1.5, 'overUnder': 50, 'overUnderOpen': 55.5, 'homeMoneyline': -130, 'awayMoneyline': 110}]"
2025,1,Arizona,Hawai'i,"[{'provider': 'DraftKings', 'spread': -13.5, 'formattedSpread': 'Arizona -13.5', 'spreadOpen': -13.5, 'overUnder': 55.5, 'overUnderOpen': 55.5, 'homeMoneyline': -550, 'awayMoneyline': 410}, {'provider': 'ESPN Bet', 'spread': -17.5, 'formattedSpread': 'Arizona -17.5', 'spreadOpen': -13.5, 'overUnder': 53.5, 'overUnderOpen': 56.5, 'homeMoneyline': -900, 'awayMoneyline': 550}, {'provider': 'Bovada', 'spread': -18, 'formattedSpread': 'Arizona -18.0', 'spreadOpen': -10.5, 'overUnder': 53.5, 'overUnderOpen': 53.5, 'homeMoneyline': -575, 'awayMoneyline': 400}]"
2025,1,Oregon State,California,"[{'provider': 'DraftKings', 'spread': -3, 'formattedSpread': 'Oregon State -3', 'spreadOpen': -3, 'overUnder': 51.5, 'overUnderOpen': 51.5, 'homeMoneyline': -148, 'awayMoneyline': 124}, {'provider': 'ESPN Bet', 'spread': -1.5, 'formattedSpread': 'Oregon State -1.5', 'spreadOpen': -2.5, 'overUnder': 49.5, 'overUnderOpen': 51.5, 'homeMoneyline': -125, 'awayMoneyline': 105}, {'provider': 'Bovada', 'spread': -2, 'formattedSpread': 'Oregon State -2.0', 'spreadOpen': -1.5, 'overUnder': 50, 'overUnderOpen': 52.5, 'homeMoneyline': -150, 'awayMoneyline': 130}]"
2025,1,Washington,Colorado State,"[{'provider': 'DraftKings', 'spread': -20.5, 'formattedSpread': 'Washington -20.5', 'spreadOpen': -20.5, 'overUnder': 52.5, 'overUnderOpen': 52.5, 'homeMoneyline': -1450, 'awayMoneyline': 850}, {'provider': 'ESPN Bet', 'spread': -21.5, 'formattedSpread': 'Washington -21.5', 'spreadOpen': -19.5, 'overUnder': 53.5, 'overUnderOpen': 52.5, 'homeMoneyline': -3000, 'awayMoneyline': 1200}, {'provider': 'Bovada', 'spread': -21.5, 'formattedSpread': 'Washington -21.5', 'spreadOpen': -18.5, 'overUnder': 53.5, 'overUnderOpen': 52.5, 'homeMoneyline': -1600, 'awayMoneyline': 800}]"
2025,1,UCLA,Utah,"[{'provider': 'DraftKings', 'spread': 6.5, 'formattedSpread': 'Utah -6.5', 'spreadOpen': 6.5, 'overUnder': 50.5, 'overUnderOpen': 50.5, 'homeMoneyline': 195, 'awayMoneyline': -238}, {'provider': 'ESPN Bet', 'spread': 6.5, 'formattedSpread': 'Utah -6.5', 'spreadOpen': 6.5, 'overUnder': 51.5, 'overUnderOpen': 50.5, 'homeMoneyline': 210, 'awayMoneyline': -250}, {'provider': 'Bovada', 'spread': 6, 'formattedSpread': 'Utah -6.0', 'spreadOpen': 3, 'overUnder': 51, 'overUnderOpen': 48.5, 'homeMoneyline': 100, 'awayMoneyline': -120}]"
2025,1,Miami,Notre Dame,"[{'provider': 'DraftKings', 'spread': 2.5, 'formattedSpread': 'Notre Dame -2.5', 'spreadOpen': 2.5, 'overUnder': 53.5, 'overUnderOpen': 53.5, 'homeMoneyline': 114, 'awayMoneyline': -135}, {'provider': 'ESPN Bet', 'spread': 2.5, 'formattedSpread': 'Notre Dame -2.5', 'spreadOpen': 2.5, 'overUnder': 49.5, 'overUnderOpen': 52.5, 'homeMoneyline': 110, 'awayMoneyline': -130}, {'provider': 'Bovada', 'spread': 2.5, 'formattedSpread': 'Notre Dame -2.5', 'spreadOpen': 2.5, 'overUnder': 51, 'overUnderOpen': 54.5, 'homeMoneyline': 115, 'awayMoneyline': -135}]"
2025,1,North Carolina,TCU,"[{'provider': 'DraftKings', 'spread': 3, 'formattedSpread': 'TCU -3', 'spreadOpen': 3, 'overUnder': 59.5, 'overUnderOpen': 59.5, 'homeMoneyline': 130, 'awayMoneyline': -155}, {'provider': 'ESPN Bet', 'spread': 3.5, 'formattedSpread': 'TCU -3.5', 'spreadOpen': 3, 'overUnder': 55.5, 'overUnderOpen': 59.5, 'homeMoneyline': 150, 'awayMoneyline': -175}, {'provider': 'Bovada', 'spread': 3.5, 'formattedSpread': 'TCU -3.5', 'spreadOpen': -2.5, 'overUnder': 56, 'overUnderOpen': 58.5, 'homeMoneyline': 140, 'awayMoneyline': -165}]"
2025,2,Iowa State,Iowa,"[{'provider': 'DraftKings', 'spread': -1.5, 'formattedSpread': 'Iowa State -1.5', 'spreadOpen': -1.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': -2.5, 'formattedSpread': 'Iowa State -2.5', 'spreadOpen': -2.5, 'overUnder': 44.5, 'overUnderOpen': 44.5, 'homeMoneyline': -130, 'awayMoneyline': 110}]"
2025,2,Missouri,Kansas,"[{'provider': 'DraftKings', 'spread': -7, 'formattedSpread': 'Missouri -7', 'spreadOpen': -7, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': -6.5, 'formattedSpread': 'Missouri -6.5', 'spreadOpen': -6.5, 'overUnder': 51.5, 'overUnderOpen': 51.5, 'homeMoneyline': -240, 'awayMoneyline': 200}]"
2025,2,Oklahoma,Michigan,"[{'provider': 'DraftKings', 'spread': -3, 'formattedSpread': 'Oklahoma -3', 'spreadOpen': -3, 'overUnder': 47.5, 'overUnderOpen': 47.5, 'homeMoneyline': -148, 'awayMoneyline': 124}, {'provider': 'ESPN Bet', 'spread': -2.5, 'formattedSpread': 'Oklahoma -2.5', 'spreadOpen': -2.5, 'overUnder': 46.5, 'overUnderOpen': 46.5, 'homeMoneyline': -135, 'awayMoneyline': 115}]"
2025,3,Georgia Tech,Clemson,"[{'provider': 'DraftKings', 'spread': 8.5, 'formattedSpread': 'Clemson -8.5', 'spreadOpen': 8.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': 9.5, 'formattedSpread': 'Clemson -9.5', 'spreadOpen': 9.5, 'overUnder': 58.5, 'overUnderOpen': 58.5, 'homeMoneyline': 250, 'awayMoneyline': -300}]"
2025,3,Tennessee,Georgia,"[{'provider': 'DraftKings', 'spread': 7.5, 'formattedSpread': 'Georgia -7.5', 'spreadOpen': 7.5, 'overUnder': 50.5, 'overUnderOpen': 50.5, 'homeMoneyline': 230, 'awayMoneyline': -285}, {'provider': 'ESPN Bet', 'spread': 7, 'formattedSpread': 'Georgia -7', 'spreadOpen': 7, 'overUnder': 50.5, 'overUnderOpen': 50.5, 'homeMoneyline': 240, 'awayMoneyline': -290}]"
2025,3,West Virginia,Pittsburgh,"[{'provider': 'DraftKings', 'spread': 2.5, 'formattedSpread': 'Pittsburgh -2.5', 'spreadOpen': 2.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': 2, 'formattedSpread': 'Pittsburgh -2', 'spreadOpen': 2.5, 'overUnder': 57.5, 'overUnderOpen': 57.5, 'homeMoneyline': 110, 'awayMoneyline': -130}]"
2025,3,LSU,Florida,"[{'provider': 'DraftKings', 'spread': -5.5, 'formattedSpread': 'LSU -5.5', 'spreadOpen': -5.5, 'overUnder': 54.5, 'overUnderOpen': 54.5, 'homeMoneyline': -205, 'awayMoneyline': 170}, {'provider': 'ESPN Bet', 'spread': -6.5, 'formattedSpread': 'LSU -6.5', 'spreadOpen': -5.5, 'overUnder': 54.5, 'overUnderOpen': 54.5, 'homeMoneyline': -215, 'awayMoneyline': 180}]"
2025,3,Notre Dame,Texas A&M,"[{'provider': 'DraftKings', 'spread': -7, 'formattedSpread': 'Notre Dame -7', 'spreadOpen': -7, 'overUnder': 49.5, 'overUnderOpen': 49.5, 'homeMoneyline': -250, 'awayMoneyline': 205}, {'provider': 'ESPN Bet', 'spread': -6.5, 'formattedSpread': 'Notre Dame -6.5', 'spreadOpen': -7, 'overUnder': 49.5, 'overUnderOpen': 49.5, 'homeMoneyline': -240, 'awayMoneyline': 200}]"
2025,4,Indiana,Illinois,"[{'provider': 'DraftKings', 'spread': -2.5, 'formattedSpread': 'Indiana -2.5', 'spreadOpen': -2.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,4,Oregon,Oregon State,"[{'provider': 'DraftKings', 'spread': -26.5, 'formattedSpread': 'Oregon -26.5', 'spreadOpen': -26.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,4,Miami,Florida,"[{'provider': 'DraftKings', 'spread': -3.5, 'formattedSpread': 'Miami -3.5', 'spreadOpen': -3.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': -3, 'formattedSpread': 'Miami -3', 'spreadOpen': -3, 'overUnder': 55.5, 'overUnderOpen': 55.5, 'homeMoneyline': -155, 'awayMoneyline': 135}]"
2025,4,Utah,Texas Tech,"[{'provider': 'DraftKings', 'spread': -3.5, 'formattedSpread': 'Utah -3.5', 'spreadOpen': -3.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,5,Georgia,Alabama,"[{'provider': 'DraftKings', 'spread': -4, 'formattedSpread': 'Georgia -4', 'spreadOpen': -4, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': -4, 'formattedSpread': 'Georgia -4', 'spreadOpen': -4, 'overUnder': 52.5, 'overUnderOpen': 52.5, 'homeMoneyline': -165, 'awayMoneyline': 140}]"
2025,5,Penn State,Oregon,"[{'provider': 'DraftKings', 'spread': -5.5, 'formattedSpread': 'Penn State -5.5', 'spreadOpen': -5.5, 'overUnder': 52.5, 'overUnderOpen': 52.5, 'homeMoneyline': -205, 'awayMoneyline': 170}, {'provider': 'ESPN Bet', 'spread': -6.5, 'formattedSpread': 'Penn State -6.5', 'spreadOpen': -6.5, 'overUnder': 52.5, 'overUnderOpen': 52.5, 'homeMoneyline': -225, 'awayMoneyline': 190}]"
2025,6,North Carolina,Clemson,"[{'provider': 'DraftKings', 'spread': 13.5, 'formattedSpread': 'Clemson -13.5', 'spreadOpen': 13.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,6,Florida State,Miami,"[{'provider': 'DraftKings', 'spread': 7, 'formattedSpread': 'Miami -7', 'spreadOpen': 7, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': 4.5, 'formattedSpread': 'Miami -4.5', 'spreadOpen': 6.5, 'overUnder': 53.5, 'overUnderOpen': 53.5, 'homeMoneyline': 160, 'awayMoneyline': -190}]"
2025,6,Florida,Texas,"[{'provider': 'DraftKings', 'spread': 6.5, 'formattedSpread': 'Texas -6.5', 'spreadOpen': 6.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': 6.5, 'formattedSpread': 'Texas -6.5', 'spreadOpen': 6.5, 'overUnder': 51.5, 'overUnderOpen': 53.5, 'homeMoneyline': 175, 'awayMoneyline': -210}]"
2025,6,Notre Dame,Boise State,"[{'provider': 'DraftKings', 'spread': -16.5, 'formattedSpread': 'Notre Dame -16.5', 'spreadOpen': -16.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': -16, 'formattedSpread': 'Notre Dame -16', 'spreadOpen': -16.5, 'overUnder': 53.5, 'overUnderOpen': 53.5, 'homeMoneyline': -750, 'awayMoneyline': 475}]"
2025,7,USC,Michigan,"[{'provider': 'DraftKings', 'spread': 1.5, 'formattedSpread': 'Michigan -1.5', 'spreadOpen': 1.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,7,Oregon,Indiana,"[{'provider': 'DraftKings', 'spread': -14.5, 'formattedSpread': 'Oregon -14.5', 'spreadOpen': -14.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': -13.5, 'formattedSpread': 'Oregon -13.5', 'spreadOpen': -14, 'overUnder': 55.5, 'overUnderOpen': 55.5, 'homeMoneyline': -550, 'awayMoneyline': 380}]"
2025,7,Auburn,Georgia,"[{'provider': 'DraftKings', 'spread': 7, 'formattedSpread': 'Georgia -7', 'spreadOpen': 7, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': 6, 'formattedSpread': 'Georgia -6', 'spreadOpen': 7, 'overUnder': 50.5, 'overUnderOpen': 50.5, 'homeMoneyline': 180, 'awayMoneyline': -215}]"
2025,7,Utah,Arizona State,"[{'provider': 'DraftKings', 'spread': -2.5, 'formattedSpread': 'Utah -2.5', 'spreadOpen': -2.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,7,Texas,Oklahoma,"[{'provider': 'DraftKings', 'spread': -9.5, 'formattedSpread': 'Texas -9.5', 'spreadOpen': -9.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': -9.5, 'formattedSpread': 'Texas -9.5', 'spreadOpen': -9.5, 'overUnder': 56.5, 'overUnderOpen': 56.5, 'homeMoneyline': -280, 'awayMoneyline': 230}]"
2025,8,Miami,Louisville,"[{'provider': 'DraftKings', 'spread': -6.5, 'formattedSpread': 'Miami -6.5', 'spreadOpen': -6.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,8,Arizona State,Texas Tech,"[{'provider': 'DraftKings', 'spread': -4, 'formattedSpread': 'Arizona State -4', 'spreadOpen': -4, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,8,Michigan,Washington,"[{'provider': 'DraftKings', 'spread': -10.5, 'formattedSpread': 'Michigan -10.5', 'spreadOpen': -10.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': -10.5, 'formattedSpread': 'Michigan -10.5', 'spreadOpen': -10.5, 'overUnder': 47.5, 'overUnderOpen': 47.5, 'homeMoneyline': -320, 'awayMoneyline': 260}]"
2025,8,Clemson,SMU,"[{'provider': 'DraftKings', 'spread': -11.5, 'formattedSpread': 'Clemson -11.5', 'spreadOpen': -11.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,8,Alabama,Tennessee,"[{'provider': 'DraftKings', 'spread': -12.5, 'formattedSpread': 'Alabama -12.5', 'spreadOpen': -12.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': -11.5, 'formattedSpread': 'Alabama -11.5', 'spreadOpen': -11.5, 'overUnder': 52.5, 'overUnderOpen': 53.5, 'homeMoneyline': -400, 'awayMoneyline': 300}]"
2025,8,Georgia,Ole Miss,"[{'provider': 'DraftKings', 'spread': -10.5, 'formattedSpread': 'Georgia -10.5', 'spreadOpen': -10.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': -10.5, 'formattedSpread': 'Georgia -10.5', 'spreadOpen': -10.5, 'overUnder': 53.5, 'overUnderOpen': 53.5, 'homeMoneyline': -380, 'awayMoneyline': 290}]"
2025,8,Notre Dame,USC,"[{'provider': 'DraftKings', 'spread': -10.5, 'formattedSpread': 'Notre Dame -10.5', 'spreadOpen': -10.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': -10.5, 'formattedSpread': 'Notre Dame -10.5', 'spreadOpen': -10, 'overUnder': 53.5, 'overUnderOpen': 53.5, 'homeMoneyline': -320, 'awayMoneyline': 260}]"
2025,9,South Carolina,Alabama,"[{'provider': 'DraftKings', 'spread': 7.5, 'formattedSpread': 'Alabama -7.5', 'spreadOpen': 7.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,9,Michigan State,Michigan,"[{'provider': 'DraftKings', 'spread': 8.5, 'formattedSpread': 'Michigan -8.5', 'spreadOpen': 8.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': 8, 'formattedSpread': 'Michigan -8', 'spreadOpen': 8, 'overUnder': 46.5, 'overUnderOpen': 46.5, 'homeMoneyline': 240, 'awayMoneyline': -290}]"
2025,9,LSU,Texas A&M,"[{'provider': 'DraftKings', 'spread': -5.5, 'formattedSpread': 'LSU -5.5', 'spreadOpen': -5.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': -5.5, 'formattedSpread': 'LSU -5.5', 'spreadOpen': -5.5, 'overUnder': 53.5, 'overUnderOpen': 53.5, 'homeMoneyline': -190, 'awayMoneyline': 160}]"
2025,9,Kansas,Kansas State,"[{'provider': 'DraftKings', 'spread': 4, 'formattedSpread': 'Kansas State -4', 'spreadOpen': 4, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': 4, 'formattedSpread': 'Kansas State -4', 'spreadOpen': 3.5, 'overUnder': 53.5, 'overUnderOpen': 53.5, 'homeMoneyline': 160, 'awayMoneyline': -190}]"
2025,10,Ohio State,Penn State,"[{'provider': 'DraftKings', 'spread': -4, 'formattedSpread': 'Ohio State -4', 'spreadOpen': -4, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': -4, 'formattedSpread': 'Ohio State -4', 'spreadOpen': -4, 'overUnder': 50.5, 'overUnderOpen': 50.5, 'homeMoneyline': -165, 'awayMoneyline': 140}]"
2025,10,SMU,Miami,"[{'provider': 'DraftKings', 'spread': 1.5, 'formattedSpread': 'Miami -1.5', 'spreadOpen': 1.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,10,Kansas State,Texas Tech,"[{'provider': 'DraftKings', 'spread': -4.5, 'formattedSpread': 'Kansas State -4.5', 'spreadOpen': -4.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': -4, 'formattedSpread': 'Kansas State -4', 'spreadOpen': -4.5, 'overUnder': 60.5, 'overUnderOpen': 60.5, 'homeMoneyline': -185, 'awayMoneyline': 155}]"
2025,10,Florida,Georgia,"[{'provider': 'DraftKings', 'spread': 7.5, 'formattedSpread': 'Georgia -7.5', 'spreadOpen': 7.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': 7, 'formattedSpread': 'Georgia -7', 'spreadOpen': 8, 'overUnder': 51.5, 'overUnderOpen': 51.5, 'homeMoneyline': 200, 'awayMoneyline': -240}]"
2025,11,Clemson,Florida State,"[{'provider': 'DraftKings', 'spread': -16.5, 'formattedSpread': 'Clemson -16.5', 'spreadOpen': -16.5, 'overUnder': 55.5, 'overUnderOpen': 55.5, 'homeMoneyline': -800, 'awayMoneyline': 550}, {'provider': 'ESPN Bet', 'spread': -17, 'formattedSpread': 'Clemson -17', 'spreadOpen': -16.5, 'overUnder': 55.5, 'overUnderOpen': 55.5, 'homeMoneyline': -900, 'awayMoneyline': 550}]"
2025,11,Alabama,LSU,"[{'provider': 'DraftKings', 'spread': -5.5, 'formattedSpread': 'Alabama -5.5', 'spreadOpen': -5.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': -6, 'formattedSpread': 'Alabama -6', 'spreadOpen': -4.5, 'overUnder': 54.5, 'overUnderOpen': 54.5, 'homeMoneyline': -210, 'awayMoneyline': 175}]"
2025,12,Louisville,Clemson,"[{'provider': 'DraftKings', 'spread': 6.5, 'formattedSpread': 'Clemson -6.5', 'spreadOpen': 6.5, 'overUnder': 60.5, 'overUnderOpen': 60.5, 'homeMoneyline': 180, 'awayMoneyline': -218}, {'provider': 'ESPN Bet', 'spread': 6, 'formattedSpread': 'Clemson -6', 'spreadOpen': 5.5, 'overUnder': 60.5, 'overUnderOpen': 60.5, 'homeMoneyline': 180, 'awayMoneyline': -215}]"
2025,12,Alabama,Oklahoma,"[{'provider': 'DraftKings', 'spread': -12.5, 'formattedSpread': 'Alabama -12.5', 'spreadOpen': -12.5, 'overUnder': 56.5, 'overUnderOpen': 56.5, 'homeMoneyline': -440, 'awayMoneyline': 340}, {'provider': 'ESPN Bet', 'spread': -12.5, 'formattedSpread': 'Alabama -12.5', 'spreadOpen': -12.5, 'overUnder': 56.5, 'overUnderOpen': 56.5, 'homeMoneyline': -425, 'awayMoneyline': 320}]"
2025,12,Georgia,Texas,"[{'provider': 'DraftKings', 'spread': -2.5, 'formattedSpread': 'Georgia -2.5', 'spreadOpen': -2.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': -2.5, 'formattedSpread': 'Georgia -2.5', 'spreadOpen': -2, 'overUnder': 51.5, 'overUnderOpen': 51.5, 'homeMoneyline': -130, 'awayMoneyline': 110}]"
2025,13,North Carolina,Duke,"[{'provider': 'DraftKings', 'spread': -1.5, 'formattedSpread': 'North Carolina -1.5', 'spreadOpen': -1.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': 1.5, 'formattedSpread': 'Duke -1.5', 'spreadOpen': 1.5, 'overUnder': 51.5, 'overUnderOpen': 51.5, 'homeMoneyline': None, 'awayMoneyline': -120}]"
2025,1,South Carolina,Virginia Tech,"[{'provider': 'DraftKings', 'spread': -8.5, 'formattedSpread': 'South Carolina -8.5', 'spreadOpen': -8.5, 'overUnder': 48.5, 'overUnderOpen': 48.5, 'homeMoneyline': -340, 'awayMoneyline': 270}, {'provider': 'ESPN Bet', 'spread': -7.5, 'formattedSpread': 'South Carolina -7.5', 'spreadOpen': -8, 'overUnder': 51.5, 'overUnderOpen': 47.5, 'homeMoneyline': -290, 'awayMoneyline': 240}, {'provider': 'Bovada', 'spread': -7.5, 'formattedSpread': 'South Carolina -7.5', 'spreadOpen': -10.5, 'overUnder': 51.5, 'overUnderOpen': 45.5, 'homeMoneyline': -350, 'awayMoneyline': 275}]"
2025,1,Tennessee,Syracuse,"[{'provider': 'DraftKings', 'spread': -13.5, 'formattedSpread': 'Tennessee -13.5', 'spreadOpen': -13.5, 'overUnder': 53.5, 'overUnderOpen': 53.5, 'homeMoneyline': -550, 'awayMoneyline': 410}, {'provider': 'ESPN Bet', 'spread': -13.5, 'formattedSpread': 'Tennessee -13.5', 'spreadOpen': -14, 'overUnder': 52.5, 'overUnderOpen': 53.5, 'homeMoneyline': -600, 'awayMoneyline': 400}, {'provider': 'Bovada', 'spread': -14, 'formattedSpread': 'Tennessee -14.0', 'spreadOpen': -14.5, 'overUnder': 52, 'overUnderOpen': 56.5, 'homeMoneyline': -550, 'awayMoneyline': 390}]"
2025,13,Oregon,USC,"[{'provider': 'DraftKings', 'spread': -13.5, 'formattedSpread': 'Oregon -13.5', 'spreadOpen': -13.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}, {'provider': 'ESPN Bet', 'spread': -12, 'formattedSpread': 'Oregon -12', 'spreadOpen': -12, 'overUnder': 55.5, 'overUnderOpen': 55.5, 'homeMoneyline': -450, 'awayMoneyline': 340}]"
2025,13,Florida,Tennessee,"[{'provider': 'DraftKings', 'spread': -4, 'formattedSpread': 'Florida -4', 'spreadOpen': -4, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,13,Colorado,Arizona State,"[{'provider': 'DraftKings', 'spread': 4.5, 'formattedSpread': 'Arizona State -4.5', 'spreadOpen': 4.5, 'overUnder': None, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,1,UNLV,Idaho State,"[{'provider': 'Bovada', 'spread': -30.5, 'formattedSpread': 'UNLV -30.5', 'spreadOpen': -24.5, 'overUnder': 67, 'overUnderOpen': 64.5, 'homeMoneyline': -3500, 'awayMoneyline': 1100}, {'provider': 'ESPN Bet', 'spread': -30.5, 'formattedSpread': 'UNLV -30.5', 'spreadOpen': -24.5, 'overUnder': 67.5, 'overUnderOpen': 64.5, 'homeMoneyline': -10000, 'awayMoneyline': 2500}]"
2025,1,Nicholls,Incarnate Word,"[{'provider': 'Bovada', 'spread': 13.5, 'formattedSpread': 'Incarnate Word -13.5', 'spreadOpen': 13.5, 'overUnder': 51.5, 'overUnderOpen': 51.5, 'homeMoneyline': -480, 'awayMoneyline': 350}, {'provider': 'ESPN Bet', 'spread': 13.5, 'formattedSpread': 'Incarnate Word -13.5', 'spreadOpen': None, 'overUnder': 50.5, 'overUnderOpen': None, 'homeMoneyline': None, 'awayMoneyline': None}]"
2025,14,South Carolina,Clemson,"[{'provider': 'ESPN Bet', 'spread': 4.5, 'formattedSpread': 'Clemson -4.5', 'spreadOpen': 4.5, 'overUnder': 53.5, 'overUnderOpen': 53.5, 'homeMoneyline': 170, 'awayMoneyline': -200}]"
2025,1,Bowling Green,Lafayette,"[{'provider': 'Bovada', 'spread': -21, 'formattedSpread': 'Bowling Green -21.0', 'spreadOpen': -14.5, 'overUnder': 53, 'overUnderOpen': 52.5, 'homeMoneyline': -1300, 'awayMoneyline': 725}, {'provider': 'ESPN Bet', 'spread': -21.5, 'formattedSpread': 'Bowling Green -21.5', 'spreadOpen': -21.5, 'overUnder': 53.5, 'overUnderOpen': 52.5, 'homeMoneyline': -1600, 'awayMoneyline': 800}]"
2025,1,Kansas State,Iowa State,"[{'provider': 'ESPN Bet', 'spread': -2.5, 'formattedSpread': 'Kansas State -2.5', 'spreadOpen': -3, 'overUnder': 51.5, 'overUnderOpen': 49.5, 'homeMoneyline': -145, 'awayMoneyline': 125}, {'provider': 'DraftKings', 'spread': -3.5, 'formattedSpread': 'Kansas State -3.5', 'spreadOpen': -3.5, 'overUnder': 49.5, 'overUnderOpen': 49.5, 'homeMoneyline': -162, 'awayMoneyline': 136}, {'provider': 'Bovada', 'spread': -3, 'formattedSpread': 'Kansas State -3.0', 'spreadOpen': -2.5, 'overUnder': 51, 'overUnderOpen': 49.5, 'homeMoneyline': -165, 'awayMoneyline': 140}]"
